"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_4.328",28.7291050231509,1.12226324757976,0.275264958180482,4.0770291104178,4.56147838228572e-05,0.000556706090279738,"sp|Q8BJM7|TYW1_MOUSE",0,"S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase OS=Mus musculus GN=Tyw1 PE=1 SV=1","tr|A0A2B4SDC4|A0A2B4SDC4_STYPI",0,"S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase OS=Stylophora pistillata GN=tyw1 PE=4 SV=1","gb|PFX27366.1|",0,"S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like isoform X1 [Stylophora pistillata]","GO:0051539; GO:0010181; GO:0046872; GO:0102521; GO:0055114; GO:0008033","GO:0016021; GO:0051539; GO:0003824; GO:0010181; GO:0055114; GO:0008033"
"evm.TU.chromosome_13.559",37.4341768134932,1.14573386929663,0.281276702443441,4.07333369363221,4.63449482134074e-05,0.000564739101094277,"sp|O42115|ARX_DANRE",5.26e-33,"Aristaless-related homeobox protein OS=Danio rerio GN=arx PE=2 SV=1","tr|A0A2B4STQ5|A0A2B4STQ5_STYPI",0,"Aristaless-related homeobox protein OS=Stylophora pistillata GN=arx PE=4 SV=1","ref|XP_020631882.1|",0,"aristaless-related homeobox protein-like [Orbicella faveolata]","GO:0005634; GO:0043565; GO:0048666; GO:0003322; GO:0006355; GO:0021539; GO:0006351","GO:0005634; GO:0043565; GO:0007275; GO:0006355"
"evm.TU.chromosome_3.1703",3.76418094402998,-2.99932201392538,0.736318303982129,-4.07340412115869,4.63309296698978e-05,0.000564739101094277,"sp|P14381|YTX2_XENLA",3.35e-109,"Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1","tr|A0A0G2KX94|A0A0G2KX94_DANRE",2.61e-154,"Uncharacterized protein OS=Danio rerio PE=4 SV=1","ref|XP_022800831.1|",0,"uncharacterized protein LOC111338596 [Stylophora pistillata]","","GO:0003964"
"evm.TU.chromosome_11.2723",29.8405340245178,-1.93639800436176,0.475632411056127,-4.07120700639818,4.67701631269396e-05,0.000569236980310115,"sp|Q80WQ8|M18BP_MOUSE",5.66e-30,"Mis18-binding protein 1 OS=Mus musculus GN=Mis18bp1 PE=1 SV=1","tr|A0A2B4SGE6|A0A2B4SGE6_STYPI",1.66e-144,"Mis18-binding protein 1 OS=Stylophora pistillata GN=Mis18bp1 PE=4 SV=1","ref|XP_020623568.1|",0,"titin homolog [Orbicella faveolata]","GO:0000778; GO:0003677; GO:0007049; GO:0051301","GO:0016021; GO:0003677"
"evm.TU.chromosome_7.258",2.69962990642283,3.92076310799171,0.96306621698532,4.07112516132572,4.67866011213793e-05,0.000569236980310115,"sp|P34743|BTG1_CHICK",8.71e-28,"Protein BTG1 OS=Gallus gallus GN=BTG1 PE=2 SV=1","tr|A0A2B4SY48|A0A2B4SY48_STYPI",2.93e-103,"Protein BTG1 OS=Stylophora pistillata GN=BTG1 PE=4 SV=1","ref|XP_020628277.1|",3.39e-114,"protein BTG2-like [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0019899; GO:0008285; GO:0045766; GO:0045603; GO:2000271; GO:0045663",""
"evm.TU.chromosome_7.2695",4.51069314136367,-2.81326080523581,0.691216532091687,-4.0700137722728,4.70103585923948e-05,0.000570632310988118,"sp|Q9EQG7|ENPP5_MOUSE",1.97e-92,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Mus musculus GN=Enpp5 PE=1 SV=3","tr|A0A2B4SBL8|A0A2B4SBL8_STYPI",0,"Bis(5'-adenosyl)-triphosphatase enpp4 OS=Stylophora pistillata GN=enpp4 PE=4 SV=1","ref|XP_020614540.1|",0,"ectonucleotide pyrophosphatase/phosphodiesterase family member 5-like [Orbicella faveolata]","GO:0005576; GO:0005887; GO:0046872; GO:0004551; GO:0007154; GO:0009166","GO:0016021; GO:0003824; GO:0008152"
"evm.TU.chromosome_4.1324",62.5046514513147,1.0659586564268,0.262052940727373,4.06772255051993,4.74748596069066e-05,0.000575825287117773,"sp|P80317|TCPZ_MOUSE",0,"T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3","tr|A7RLY5|A7RLY5_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g160314 PE=3 SV=1","ref|XP_015763721.1|",0,"PREDICTED: T-complex protein 1 subunit zeta-like [Acropora digitifera]","GO:0001669; GO:0044297; GO:0005832; GO:0005829; GO:0031012; GO:0005874; GO:0002199; GO:0005524; GO:0044183; GO:0051082; GO:0071987; GO:0006458; GO:0007339; GO:0061077; GO:1904851; GO:1904871; GO:1904874; GO:0032212; GO:0050821; GO:1901998","GO:0005832; GO:0005524; GO:0044183; GO:0051082; GO:0006458; GO:0061077"
"evm.TU.chromosome_14.6192",11.5322539758108,1.49183635049297,0.366793346166945,4.06723940355769,4.75733623311679e-05,0.000576574456978904,"sp|Q6DFQ7|TM198_XENTR",1.88e-27,"Transmembrane protein 198 OS=Xenopus tropicalis GN=tmem198 PE=1 SV=1","tr|A0A2B4STQ6|A0A2B4STQ6_STYPI",0,"Transmembrane protein 198 OS=Stylophora pistillata GN=tmem198 PE=4 SV=1","ref|XP_020613365.1|",0,"transmembrane protein 198-like [Orbicella faveolata]","GO:0031410; GO:0016021; GO:0005886; GO:0012506; GO:0007275; GO:0016055","GO:0016021"
"evm.TU.chromosome_9.2759",12.8629708810619,-1.89824881049387,0.467155442574491,-4.06342008996542,4.83588826982352e-05,0.000585190951386894,"sp|Q9QZ41|DBF4A_MOUSE",2.18e-34,"Protein DBF4 homolog A OS=Mus musculus GN=Dbf4 PE=1 SV=1","tr|A0A2B4RQ92|A0A2B4RQ92_STYPI",0,"Protein DBF4-like A OS=Stylophora pistillata GN=Dbf4 PE=4 SV=1","gb|PFX20604.1|",0,"uncharacterized protein LOC111336681 [Stylophora pistillata]","GO:0016604; GO:0005634; GO:0003676; GO:0004674; GO:0008270; GO:0007049; GO:0006260; GO:0007089","GO:0003676; GO:0008270"
"evm.TU.chromosome_6.2472",3.57129570297563,4.2617204636891,1.04929253455651,4.06151794979685,4.87546688048823e-05,0.00058907199914752,NA,NA,NA,"tr|A0A2B4RR64|A0A2B4RR64_STYPI",5.66e-62,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16792 PE=4 SV=1","ref|XP_022801316.1|",5.61e-68,"uncharacterized protein LOC111339005 [Stylophora pistillata]",NA,"GO:0016021"
"evm.TU.chromosome_11.805",3.83767761024462,-4.53098858778032,1.11674272142377,-4.05732538109013,4.96379044340507e-05,0.000598821606527613,"sp|P55024|TYRO_CHICK",6.33e-118,"Tyrosinase OS=Gallus gallus GN=TYR PE=2 SV=1","tr|A0A2B4R7J8|A0A2B4R7J8_STYPI",0,"Tyrosinase OS=Stylophora pistillata GN=TYR PE=4 SV=1","ref|XP_020628304.1|",0,"tyrosinase-like [Orbicella faveolata]","GO:0016021; GO:0043231; GO:0042470; GO:0033162; GO:0048471; GO:0005507; GO:0004503; GO:0046982; GO:0042803; GO:0008283; GO:0042438; GO:0043473; GO:0048538","GO:0046872; GO:0016491"
"evm.TU.chromosome_10.454",13.0075103478108,-1.98745507056763,0.489927864791786,-4.05662795157053,4.97862932354308e-05,0.00060015043957764,"sp|Q9BQQ7|RTP3_HUMAN",2.77e-09,"Receptor-transporting protein 3 OS=Homo sapiens GN=RTP3 PE=1 SV=1","tr|A0A1S3K385|A0A1S3K385_LINUN",2.66e-36,"receptor-transporting protein 4-like isoform X2 OS=Lingula unguis GN=LOC106178173 PE=4 SV=1","ref|XP_020630481.1|",2.91e-91,"receptor-transporting protein 3-like [Orbicella faveolata]","GO:0009986; GO:0005737; GO:0016021; GO:0031849; GO:0001580; GO:0051205; GO:0006612",""
"evm.TU.chromosome_13.224",388.882442938576,1.02516876672218,0.252758065564859,4.05592899451557,4.99354288441994e-05,0.0006010629419595,"sp|Q2HJ86|TBA1D_BOVIN",0,"Tubulin alpha-1D chain OS=Bos taurus GN=TUBA1D PE=1 SV=1","tr|E0YPA2|E0YPA2_9CNID",0,"Tubulin alpha chain OS=Seriatopora hystrix GN=tuba PE=2 SV=1","gb|ADM13666.1|",0,"alpha-tubulin [Seriatopora hystrix]","GO:0005737; GO:0005874; GO:0005525; GO:0003924; GO:0005200; GO:0007017","GO:0005737; GO:0005874; GO:0005525; GO:0003924; GO:0005200; GO:0007017"
"evm.TU.chromosome_14.1268",7.94489898395957,-1.67868226957453,0.414082169024325,-4.05398347272452,5.0352775350299e-05,0.000605583761780033,"sp|Q8BFR2|FSTL5_MOUSE",4.6e-59,"Follistatin-related protein 5 OS=Mus musculus GN=Fstl5 PE=2 SV=1","tr|A0A2B4RD90|A0A2B4RD90_STYPI",0,"Follistatin-related protein 5 OS=Stylophora pistillata GN=Fstl5 PE=4 SV=1","ref|XP_020602188.1|",0,"follistatin-related protein 5-like [Orbicella faveolata]","GO:0005576; GO:0005509","GO:0005509"
"evm.TU.chromosome_14.6883",8.35808455498554,-1.44205406356367,0.355733115106908,-4.0537526654787,5.0402506113935e-05,0.000605717713214556,"sp|P05202|AATM_MOUSE",0,"Aspartate aminotransferase, mitochondrial OS=Mus musculus GN=Got2 PE=1 SV=1","tr|A0A2B4S572|A0A2B4S572_STYPI",0,"Aspartate aminotransferase, mitochondrial OS=Stylophora pistillata GN=Got2 PE=4 SV=1","ref|XP_020609261.1|",0,"aspartate aminotransferase, mitochondrial-like [Orbicella faveolata]","GO:0009986; GO:0005743; GO:0005759; GO:0005739; GO:0043209; GO:0043204; GO:0005886; GO:0043234; GO:0016597; GO:0019899; GO:0016212; GO:0004069; GO:0080130; GO:0005543; GO:0042803; GO:0030170; GO:0006103; GO:0006532; GO:0006533; GO:0006531; GO:0015908; GO:0019551; GO:0019550; GO:0006536; GO:0006107; GO:0045471","GO:0004069; GO:0080130; GO:0030170; GO:0009058; GO:0006520"
"evm.TU.chromosome_1.423",2.40972980967703,-4.24409347193898,1.04732182652406,-4.05232982303505,5.07101077125096e-05,0.000608948079990695,NA,NA,NA,"tr|A0A2B4RR77|A0A2B4RR77_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16289 PE=4 SV=1","ref|XP_020610930.1|",0,"homeobox protein 2-like [Orbicella faveolata]",NA,""
"evm.TU.chromosome_10.2956",25.6390150426201,0.975605596017802,0.241255511576776,4.04386863388749,5.25763853306421e-05,0.000630394474991923,"sp|Q8R5C8|ZMY11_MOUSE",9.31e-89,"Zinc finger MYND domain-containing protein 11 OS=Mus musculus GN=Zmynd11 PE=1 SV=2","tr|A0A2B4SYW6|A0A2B4SYW6_STYPI",0,"Zinc finger MYND domain-containing protein 11 OS=Stylophora pistillata GN=ZMYND11 PE=4 SV=1","ref|XP_020622900.1|",0,"zinc finger MYND domain-containing protein 11-like [Orbicella faveolata]","GO:0005694; GO:0005654; GO:0005634; GO:0003682; GO:0003690; GO:0042393; GO:0035064; GO:0000977; GO:0003714; GO:0008270; GO:0016569; GO:0051607; GO:2001237; GO:0043124; GO:0046329; GO:0000122; GO:0034243; GO:0006351","GO:0046872"
"evm.TU.chromosome_1.1199_evm.TU.chromosome_1.1201",7.94487223486915,-2.92143966375026,0.72256370877823,-4.04315858692941,5.27359252543044e-05,0.000631399653287971,"sp|Q96AY4|TTC28_HUMAN",1.71e-37,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4","tr|A0A2B4S9S7|A0A2B4S9S7_STYPI",0,"Nephrocystin-3 OS=Stylophora pistillata GN=nphp3 PE=4 SV=1","ref|XP_020621187.1|",0,"uncharacterized protein LOC110058866 [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346","GO:0043531"
"evm.TU.chromosome_12.3426",44.6372050265756,0.943125308204403,0.233265704295323,4.04313746443571,5.27406782708206e-05,0.000631399653287971,"sp|Q86SG6|NEK8_HUMAN",2.18e-136,"Serine/threonine-protein kinase Nek8 OS=Homo sapiens GN=NEK8 PE=1 SV=1","tr|A0A2B4SLA4|A0A2B4SLA4_STYPI",0,"Adenomatous polyposis coli protein OS=Stylophora pistillata GN=Apc PE=4 SV=1","ref|XP_020608355.1|",0,"uncharacterized protein LOC110046986 [Orbicella faveolata]","GO:0097546; GO:0097543; GO:0005929; GO:0005737; GO:0005856; GO:0005524; GO:0046872; GO:0004674; GO:0009887; GO:0007368; GO:0007507; GO:0035330","GO:0005524; GO:0004672"
"evm.TU.chromosome_12.2502",10.9715094036037,-2.10669417929261,0.521210060156251,-4.04192923417683,5.3013232851849e-05,0.000633695879367685,"sp|P51958|CDK1_CARAU",6.22e-155,"Cyclin-dependent kinase 1 OS=Carassius auratus GN=cdk1 PE=2 SV=1","tr|A0A2B4RQB0|A0A2B4RQB0_STYPI",0,"Cyclin-dependent kinase 1 OS=Stylophora pistillata GN=cdk1 PE=4 SV=1","ref|XP_020629305.1|",0,"cyclin-dependent kinase 1-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0005634; GO:0005524; GO:0004693; GO:0008353; GO:0007049; GO:0051301","GO:0005524; GO:0004674"
"evm.TU.chromosome_9.962",20.7029074920875,1.53539822643322,0.379867127367611,4.04193497098093,5.30119355862745e-05,0.000633695879367685,"sp|Q6PBA2|LS12A_DANRE",7.2e-36,"Protein LSM12 homolog A OS=Danio rerio GN=lsm12a PE=2 SV=1","tr|A0A2B4SDS9|A0A2B4SDS9_STYPI",2.93e-96,"Protein LSM12-like A OS=Stylophora pistillata GN=lsm12a PE=4 SV=1","gb|PFX26758.1|",4.54e-96,"protein LSM12 homolog [Stylophora pistillata]","",""
"evm.TU.chromosome_10.586",8.97493636327316,1.65509021641941,0.409558118977334,4.04116080167613,5.31872709037238e-05,0.000635292402461145,NA,NA,NA,"tr|A0A2B4S3H7|A0A2B4S3H7_STYPI",2.76e-91,"WAP four-disulfide core domain protein 1 OS=Stylophora pistillata GN=WFDC1 PE=4 SV=1","ref|XP_020630497.1|",1.54e-147,"uncharacterized protein LOC110067501 isoform X2 [Orbicella faveolata]",NA,"GO:0005576; GO:0030414"
"evm.TU.chromosome_12.3081",3.05449333956931,-3.84781703664458,0.952398754742325,-4.04013236838557,5.34210423786542e-05,0.000637599437363481,"sp|C8YR32|LOXH1_MOUSE",1.46e-17,"Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1","tr|A0A2B4SLL8|A0A2B4SLL8_STYPI",0,"Lithostathine-1 OS=Stylophora pistillata GN=Reg1 PE=4 SV=1","ref|XP_022780748.1|",0,"uncharacterized protein LOC111321985 isoform X2 [Stylophora pistillata]","GO:0016020; GO:0032420; GO:0005262; GO:0050982; GO:0007605",""
"evm.TU.chromosome_11.796",36.2105705483042,1.43221346976782,0.354561430670255,4.0393944345847,5.35893804393924e-05,0.000639122588143057,"sp|Q32P59|SLIRP_BOVIN",3.75e-16,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Bos taurus GN=SLIRP PE=3 SV=1","tr|A0A2B4SGH1|A0A2B4SGH1_STYPI",6.33e-28,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Stylophora pistillata GN=Slirp PE=4 SV=1","gb|PFX27667.1|",9.81e-28,"SRA stem-loop-interacting RNA-binding protein, mitochondrial-like [Stylophora pistillata]","GO:0005739; GO:0005634; GO:0003723; GO:0006355; GO:0006351","GO:0003723"
"evm.TU.chromosome_4.133",4.5171715017719,-2.9943941999726,0.741427594907615,-4.03868728455638,5.37511675858093e-05,0.000640565357068547,"sp|Q96RW7|HMCN1_HUMAN",2.29e-25,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2","tr|A0A2B4RLQ3|A0A2B4RLQ3_STYPI",0,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_020618724.1|",0,"thrombospondin-2-like [Orbicella faveolata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0070062; GO:0005509; GO:0007049; GO:0051301; GO:0050896; GO:0007601",""
"evm.TU.chromosome_13.3488",18.6461756948596,-1.26119543430546,0.312442412088818,-4.03656925407085,5.42385200883048e-05,0.00064588283215929,"sp|A3KQV2|BROX_DANRE",2.95e-29,"BRO1 domain-containing protein BROX OS=Danio rerio GN=brox PE=2 SV=1","tr|A0A2B4SKI1|A0A2B4SKI1_STYPI",0,"BRO1 domain-containing protein BROX OS=Stylophora pistillata GN=brox PE=4 SV=1","gb|PFX30391.1|",0,"BRO1 domain-containing protein BROX-like isoform X1 [Stylophora pistillata]","GO:0016020",""
"evm.TU.chromosome_4.2475",18.9211258134333,-1.32619752802293,0.328605477276965,-4.03583512670772,5.44084154523054e-05,0.000646924303427222,NA,NA,NA,"tr|A0A2B4RNI1|A0A2B4RNI1_STYPI",1.36e-101,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene17288 PE=4 SV=1","gb|PFX18349.1|",2.1e-101,"hypothetical protein AWC38_SpisGene17288 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_12.144",25.3454679916998,1.31206568138773,0.325366744433971,4.03257463718452,5.5169084826463e-05,0.000655244375731719,"sp|Q28ID3|GLRX3_XENTR",3.06e-148,"Glutaredoxin-3 OS=Xenopus tropicalis GN=glrx3 PE=2 SV=2","tr|A0A2B4RT16|A0A2B4RT16_STYPI",0,"Glutaredoxin-3 OS=Stylophora pistillata GN=glrx3 PE=4 SV=1","ref|XP_020603641.1|",0,"glutaredoxin-3-like [Orbicella faveolata]","GO:0005829; GO:0009055; GO:0051536; GO:0046872; GO:0015035; GO:0044571; GO:0045454; GO:0097428","GO:0005623; GO:0009055; GO:0015035; GO:0045454"
"evm.TU.chromosome_9.1664",2.06261984227718,-4.05753771193941,1.0062143361044,-4.03247853498919,5.51916575162366e-05,0.000655244375731719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_14.4723",9.61793365517699,1.35668962778591,0.336562857820197,4.03101410706078,5.5536709831351e-05,0.000658842525172376,"sp|Q96BZ8|LENG1_HUMAN",7.56e-39,"Leukocyte receptor cluster member 1 OS=Homo sapiens GN=LENG1 PE=1 SV=1","tr|A0A2B4RAN1|A0A2B4RAN1_STYPI",1.96e-81,"Leukocyte receptor cluster member 1 OS=Stylophora pistillata GN=LENG1 PE=4 SV=1","ref|XP_020622180.1|",2.04e-117,"leukocyte receptor cluster member 1 homolog [Orbicella faveolata]","",""
"evm.TU.chromosome_2.1924",8.34564820485477,-1.95567158402865,0.485260936742776,-4.03014427074169,5.57426292998901e-05,0.000660785926632761,"sp|P55861|MCM2_XENLA",2.86e-108,"DNA replication licensing factor mcm2 OS=Xenopus laevis GN=mcm2 PE=1 SV=2","tr|A7SMI2|A7SMI2_NEMVE",3.3e-126,"DNA helicase OS=Nematostella vectensis GN=v1g191344 PE=3 SV=1","ref|XP_020600466.1|",1.75e-149,"DNA replication licensing factor mcm2-like isoform X1 [Orbicella faveolata]","GO:0000785; GO:0042555; GO:0005634; GO:0005524; GO:0003677; GO:0003678; GO:0046872; GO:0007049; GO:0006270; GO:0006268; GO:0030174","GO:0042555; GO:0005634; GO:0005524; GO:0003677; GO:0003678; GO:0006270"
"evm.TU.chromosome_10.945",3.07077074167393,-3.53482033256575,0.87832837162495,-4.02448611107274,5.70998636959484e-05,0.000675650477425704,NA,NA,NA,"tr|A0A2B4S680|A0A2B4S680_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11381 PE=4 SV=1","ref|XP_020608397.1|",0,"uncharacterized protein LOC110047016 [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_2.1925",185.570709602739,0.642392948337339,0.159625338274246,4.02437955829836,5.71257205188856e-05,0.000675650477425704,"sp|Q7Z6Z7|HUWE1_HUMAN",0,"E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3","tr|A0A2B4RHV5|A0A2B4RHV5_STYPI",0,"E3 ubiquitin-protein ligase HUWE1 OS=Stylophora pistillata GN=Huwe1 PE=4 SV=1","ref|XP_022805079.1|",0,"E3 ubiquitin-protein ligase HUWE1-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0070062; GO:0005576; GO:1904813; GO:0016020; GO:0005654; GO:0005634; GO:0034774; GO:0003677; GO:0003723; GO:0061630; GO:0004842; GO:0006284; GO:0030154; GO:0016574; GO:0043312; GO:1903955; GO:0006513; GO:0000209; GO:0042787","GO:0042555; GO:0005634; GO:0005524; GO:0003677; GO:0003678; GO:0016874; GO:0004842; GO:0008270; GO:0006270"
"evm.TU.chromosome_4.1658",65.0171770856875,0.943436435583278,0.234450699219493,4.0240290974779,5.72108439799861e-05,0.000676147738152019,"sp|Q6GVH5|GGNB2_RAT",0,"Gametogenetin-binding protein 2 OS=Rattus norvegicus GN=Ggnbp2 PE=2 SV=1","tr|A0A2B4S4C1|A0A2B4S4C1_STYPI",0,"Gametogenetin-binding protein 2 OS=Stylophora pistillata GN=Ggnbp2 PE=4 SV=1","gb|PFX23903.1|",0,"gametogenetin-binding protein 2-like [Stylophora pistillata]","GO:0005737; GO:0031410; GO:0005634; GO:0030154; GO:0060716; GO:0060711; GO:0008285; GO:0010629; GO:0033140; GO:0061099; GO:0042532; GO:0007283",""
"evm.TU.chromosome_10.309",3.58705935343731,-3.28452329181976,0.816675321452059,-4.02182263323427,5.77495378071909e-05,0.000682000749348277,NA,NA,NA,"tr|A0A2B4REM1|A0A2B4REM1_STYPI",1.91e-108,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20172 PE=4 SV=1","ref|XP_020617002.1|",3.22e-113,"uncharacterized protein LOC110054962 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.3023",109.779958742787,-2.29164763385574,0.56999173359898,-4.02049275238794,5.8076536141476e-05,0.000685346793037944,NA,NA,NA,NA,NA,NA,"ref|XP_022780753.1|",1.47e-18,"LOW QUALITY PROTEIN: uncharacterized protein LOC111321990, partial [Stylophora pistillata]",NA,NA
"evm.TU.chromosome_10.144",3.48011089920845,2.50345359505755,0.622719846871287,4.02019239893441,5.81506310434069e-05,0.000685705600470527,"sp|Q6TH22|DDI2_DANRE",9.97e-156,"Protein DDI1 homolog 2 OS=Danio rerio GN=ddi2 PE=2 SV=1","tr|A0A2B4SH44|A0A2B4SH44_STYPI",0,"Protein DDI1-like 2 OS=Stylophora pistillata GN=ddi2 PE=4 SV=1","ref|XP_020626329.1|",0,"protein DDI1 homolog 2-like [Orbicella faveolata]","GO:0005829; GO:0004190; GO:0042802; GO:0016485","GO:0004190"
"evm.TU.chromosome_14.6744",2.70257806758297,-3.71180322663651,0.923832917528027,-4.01782958391273,5.87366497839452e-05,0.00069157668294,"sp|Q6UB98|ANR12_HUMAN",5.19e-34,"Ankyrin repeat domain-containing protein 12 OS=Homo sapiens GN=ANKRD12 PE=1 SV=3","tr|A0A2B4SS74|A0A2B4SS74_STYPI",1.23e-113,"Ankyrin repeat domain-containing protein 11 OS=Stylophora pistillata GN=ANKRD11 PE=4 SV=1","ref|XP_020625541.1|",3.1e-138,"uncharacterized protein LOC110062937 [Orbicella faveolata]","GO:0005829; GO:0005654",""
"evm.TU.chromosome_12.4097",85.4414713475616,-1.10655150747403,0.275625374046937,-4.01469389855808,5.95229934893667e-05,0.000699785305479857,"sp|Q0DXS3|RDR1_ORYSJ",2.98e-152,"Probable RNA-dependent RNA polymerase 1 OS=Oryza sativa subsp. japonica GN=RDR1 PE=2 SV=2","tr|A0A2B4S0P5|A0A2B4S0P5_STYPI",0,"Putative RNA-dependent RNA polymerase 1 OS=Stylophora pistillata GN=RDR1 PE=4 SV=1","ref|XP_020619455.1|",0,"uncharacterized protein LOC110057214 [Orbicella faveolata]","GO:0003723; GO:0003968; GO:0031047","GO:0003968"
"evm.TU.chromosome_12.1141",51.7185940111342,-1.0841745925266,0.270233473482296,-4.01199221752825,6.02084854230644e-05,0.000707314505026194,"sp|Q7SXN4|CPEB4_DANRE",3.53e-177,"Cytoplasmic polyadenylation element-binding protein 4 OS=Danio rerio GN=cpeb4 PE=2 SV=1","tr|A0A2B4RHW8|A0A2B4RHW8_STYPI",0,"Cytoplasmic polyadenylation element-binding protein 2 OS=Stylophora pistillata GN=Cpeb2 PE=4 SV=1","ref|XP_020610399.1|",0,"cytoplasmic polyadenylation element-binding protein 2-like [Orbicella faveolata]","GO:0030424; GO:0030054; GO:0005737; GO:0030425; GO:0043197; GO:0005783; GO:0030426; GO:1990124; GO:0043005; GO:0005634; GO:0048471; GO:0014069; GO:0045211; GO:0045202; GO:0003730; GO:0043022; GO:0008135; GO:0000900; GO:0071230; GO:0036294; GO:0042149; GO:0035235; GO:2000766; GO:0043524; GO:0002931","GO:0003730; GO:0045182"
"evm.TU.chromosome_12.902",6.49439856073903,-2.24168159530451,0.558827217240455,-4.01140375083046,6.03587840442252e-05,0.000708549824662763,"sp|Q9NVI1|FANCI_HUMAN",0,"Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4","tr|A0A2B4SIP3|A0A2B4SIP3_STYPI",0,"Fanconi anemia group I protein OS=Stylophora pistillata GN=FANCI PE=4 SV=1","gb|PFX29246.1|",0,"Fanconi anemia group I protein-like [Stylophora pistillata]","GO:0005829; GO:0016020; GO:0005654; GO:0003677; GO:0070182; GO:0036297; GO:0007095; GO:0031398","GO:0006281"
"evm.TU.chromosome_13.3833",24.2665022789051,1.00999826765194,0.251825960042752,4.01069956203273,6.0539105845869e-05,0.000710135475523852,"sp|Q2TL32|UBR4_RAT",3.87e-101,"E3 ubiquitin-protein ligase UBR4 OS=Rattus norvegicus GN=Ubr4 PE=1 SV=2","tr|A0A2B4STR3|A0A2B4STR3_STYPI",0,"E3 ubiquitin-protein ligase UBR4 OS=Stylophora pistillata GN=UBR4 PE=4 SV=1","ref|XP_020601420.1|",0,"E3 ubiquitin-protein ligase UBR4-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005856; GO:0016021; GO:0016020; GO:0005634; GO:0005516; GO:0004842; GO:0008270; GO:0042787","GO:0016021; GO:0016874; GO:0008270"
